"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
27,"tertiary","no",5741,"no","cellular","feb",368,1,"no"
35,"secondary","no",300,"yes","unknown","may",338,4,"no"
51,"tertiary","no",1392,"no","cellular","jul",511,3,"no"
37,"tertiary","no",1988,"no","cellular","nov",397,2,"no"
27,"secondary","no",105,"yes","cellular","may",179,1,"no"
25,"secondary","no",517,"no","cellular","may",135,3,"no"
54,"tertiary","no",55,"yes","cellular","jun",112,2,"no"
32,"secondary","no",765,"yes","cellular","apr",850,2,"yes"
46,"tertiary","no",379,"no","cellular","aug",83,6,"no"
32,"secondary","no",167,"yes","cellular","aug",79,3,"no"
51,"secondary","no",502,"no","unknown","jun",93,2,"no"
57,"tertiary","no",179,"no","cellular","jul",190,2,"no"
48,"secondary","no",4415,"yes","cellular","aug",148,6,"no"
55,"tertiary","no",12675,"no","cellular","nov",195,2,"no"
46,"tertiary","no",954,"yes","cellular","feb",532,2,"no"
33,"secondary","no",818,"yes","cellular","apr",301,3,"no"
57,"primary","no",85,"no","unknown","jun",194,1,"no"
27,"secondary","no",274,"no","cellular","may",283,1,"no"
25,"secondary","no",266,"no","cellular","jun",74,1,"no"
47,"secondary","no",651,"yes","unknown","may",143,3,"no"
60,"tertiary","no",10500,"no","cellular","aug",56,7,"no"
31,"tertiary","no",699,"yes","cellular","may",282,4,"no"
26,"secondary","no",6,"no","telephone","jul",360,3,"no"
31,"primary","no",158,"yes","unknown","may",157,1,"no"
37,"secondary","no",1120,"no","unknown","jun",187,3,"no"
55,"secondary","no",212,"yes","unknown","may",324,2,"no"
38,"secondary","no",299,"no","cellular","aug",200,1,"no"
35,"tertiary","no",0,"yes","telephone","oct",171,1,"yes"
34,"secondary","no",-85,"yes","cellular","may",129,4,"no"
45,"tertiary","no",324,"no","cellular","aug",258,4,"no"
37,"tertiary","no",0,"yes","cellular","jul",155,2,"no"
28,"secondary","no",144,"yes","cellular","jul",7,22,"no"
56,"primary","no",8318,"yes","unknown","may",428,2,"no"
37,"secondary","no",-601,"yes","cellular","jul",210,2,"no"
61,"tertiary","no",2,"no","cellular","aug",131,1,"yes"
32,"tertiary","no",113,"no","cellular","jul",68,1,"no"
32,"unknown","no",516,"yes","cellular","may",20,8,"no"
59,"secondary","no",176,"no","cellular","jan",117,1,"no"
26,"tertiary","no",828,"yes","cellular","aug",156,1,"yes"
37,"secondary","yes",33,"no","cellular","jul",117,1,"no"
53,"secondary","no",145,"yes","unknown","may",193,1,"no"
28,"tertiary","no",7544,"yes","unknown","may",470,1,"no"
26,"secondary","no",2610,"yes","unknown","jun",626,1,"no"
33,"tertiary","no",255,"no","cellular","aug",247,3,"no"
31,"secondary","no",476,"no","cellular","feb",284,2,"no"
24,"secondary","no",0,"yes","unknown","may",202,1,"no"
31,"secondary","no",3,"yes","cellular","may",41,1,"no"
44,"primary","no",4,"no","cellular","aug",327,2,"no"
30,"secondary","no",435,"yes","unknown","may",128,1,"no"
19,"secondary","no",626,"no","telephone","apr",117,1,"no"
26,"secondary","no",626,"yes","cellular","may",412,2,"no"
31,"secondary","no",1086,"no","cellular","nov",410,1,"no"
44,"secondary","no",109,"yes","cellular","apr",101,4,"no"
47,"secondary","no",947,"no","cellular","aug",24,17,"no"
28,"tertiary","no",9710,"no","cellular","oct",786,2,"no"
35,"tertiary","no",569,"no","cellular","aug",121,3,"no"
28,"secondary","no",1408,"no","cellular","aug",166,1,"no"
58,"tertiary","no",1382,"no","unknown","jun",700,1,"yes"
34,"tertiary","no",0,"yes","cellular","feb",251,1,"yes"
45,"tertiary","no",40,"yes","cellular","feb",68,1,"no"
30,"unknown","no",694,"yes","cellular","may",599,1,"no"
29,"secondary","no",966,"no","cellular","jul",1185,1,"no"
52,"primary","no",863,"no","cellular","may",224,2,"no"
46,"primary","yes",575,"no","cellular","aug",127,3,"no"
29,"tertiary","no",797,"yes","cellular","may",334,2,"no"
43,"secondary","no",101,"no","unknown","jun",153,1,"no"
30,"tertiary","no",6495,"no","cellular","mar",78,3,"no"
61,"secondary","no",399,"no","cellular","aug",81,1,"no"
33,"primary","no",60,"yes","cellular","may",74,1,"no"
35,"tertiary","no",219,"no","cellular","jul",160,6,"no"
31,"secondary","no",1188,"yes","cellular","nov",82,1,"no"
31,"secondary","no",410,"no","cellular","oct",182,1,"yes"
57,"secondary","no",-663,"yes","cellular","may",210,1,"no"
53,"primary","no",3544,"no","unknown","may",195,4,"no"
40,"secondary","no",1194,"yes","cellular","may",517,1,"no"
51,"tertiary","no",5343,"no","cellular","nov",54,1,"no"
35,"secondary","no",2,"no","telephone","jan",653,3,"no"
30,"tertiary","no",0,"yes","cellular","jul",209,2,"no"
40,"secondary","no",2228,"yes","cellular","aug",150,2,"no"
60,"primary","no",38,"yes","unknown","may",78,4,"no"
50,"primary","no",210,"no","unknown","jun",247,2,"no"
32,"tertiary","no",19985,"no","cellular","feb",616,5,"no"
48,"primary","no",316,"no","unknown","jun",560,2,"no"
44,"tertiary","no",994,"yes","cellular","may",420,3,"no"
50,"primary","no",5356,"no","unknown","may",289,1,"no"
56,"secondary","no",205,"no","cellular","jul",442,2,"no"
52,"primary","no",821,"yes","cellular","apr",426,2,"no"
29,"tertiary","no",340,"yes","cellular","may",21,6,"no"
41,"secondary","no",59,"yes","unknown","may",75,8,"no"
40,"tertiary","no",1265,"yes","unknown","may",97,1,"no"
30,"secondary","no",269,"no","cellular","jul",1165,2,"no"
35,"tertiary","no",3576,"yes","cellular","aug",68,1,"no"
35,"secondary","no",433,"yes","unknown","may",163,2,"no"
60,"secondary","no",0,"no","cellular","may",321,4,"no"
38,"secondary","no",508,"yes","unknown","may",565,2,"no"
38,"tertiary","no",16957,"yes","telephone","jan",208,1,"no"
37,"primary","no",15,"yes","cellular","apr",136,3,"no"
30,"secondary","no",46,"no","cellular","aug",93,4,"no"
36,"tertiary","no",577,"yes","cellular","may",33,1,"no"
34,"secondary","no",1105,"yes","unknown","jun",136,4,"no"
58,"secondary","no",-172,"yes","unknown","may",300,1,"no"
30,"tertiary","no",5359,"no","cellular","aug",145,1,"yes"
82,"primary","no",1381,"no","cellular","jul",844,5,"yes"
46,"secondary","no",942,"no","telephone","jul",425,2,"no"
41,"tertiary","no",7028,"no","cellular","nov",98,1,"no"
48,"secondary","no",1175,"yes","cellular","nov",62,1,"no"
45,"secondary","no",5346,"yes","unknown","oct",187,1,"yes"
38,"tertiary","no",1308,"yes","cellular","feb",626,1,"yes"
49,"primary","no",-165,"yes","cellular","jul",151,3,"no"
47,"secondary","no",430,"yes","unknown","may",335,1,"no"
37,"secondary","yes",0,"yes","cellular","jul",158,1,"no"
36,"primary","no",179,"no","unknown","jun",411,1,"no"
38,"secondary","no",981,"yes","cellular","may",134,2,"no"
41,"secondary","no",71,"yes","unknown","may",60,3,"no"
33,"secondary","no",5441,"yes","cellular","jul",312,6,"no"
39,"secondary","no",113,"yes","telephone","aug",23,9,"no"
37,"secondary","no",3,"yes","unknown","may",82,1,"no"
30,"secondary","no",-910,"yes","cellular","may",124,2,"no"
50,"secondary","no",309,"no","telephone","jun",113,1,"no"
42,"tertiary","no",765,"no","cellular","aug",78,8,"no"
44,"secondary","no",96,"yes","cellular","jul",547,2,"no"
27,"tertiary","no",4738,"no","cellular","jul",752,1,"no"
37,"secondary","no",140,"yes","cellular","may",490,1,"no"
49,"secondary","no",1039,"yes","cellular","may",156,2,"no"
51,"primary","no",173,"no","cellular","aug",65,2,"no"
29,"tertiary","no",266,"no","cellular","aug",176,1,"no"
44,"secondary","no",261,"yes","unknown","may",87,5,"no"
24,"secondary","no",53,"yes","unknown","may",226,1,"no"
40,"secondary","no",9916,"no","telephone","nov",98,1,"no"
49,"tertiary","no",0,"no","telephone","oct",223,1,"yes"
43,"primary","no",7298,"no","unknown","jun",36,2,"no"
35,"unknown","no",343,"no","cellular","jan",45,2,"no"
35,"tertiary","no",641,"yes","cellular","may",41,1,"no"
33,"primary","no",1002,"yes","unknown","may",201,4,"no"
45,"tertiary","no",35589,"no","telephone","nov",570,2,"no"
44,"secondary","no",251,"no","telephone","jul",122,3,"no"
45,"secondary","no",0,"no","unknown","jun",153,6,"no"
38,"tertiary","no",-70,"yes","cellular","jan",140,1,"no"
46,"tertiary","no",523,"yes","cellular","may",105,4,"no"
49,"secondary","no",4259,"no","cellular","nov",146,3,"no"
40,"primary","no",2132,"no","unknown","jun",143,1,"no"
39,"tertiary","no",3,"yes","cellular","may",1145,1,"no"
57,"secondary","no",3105,"yes","unknown","may",173,11,"no"
41,"secondary","no",769,"no","cellular","nov",222,4,"no"
29,"secondary","no",2378,"yes","cellular","apr",239,1,"no"
80,"secondary","no",173,"no","cellular","aug",87,3,"no"
37,"secondary","no",259,"yes","unknown","may",130,1,"no"
40,"tertiary","no",483,"yes","unknown","may",168,1,"no"
28,"secondary","no",15,"yes","telephone","jul",133,7,"no"
57,"primary","no",2892,"yes","unknown","jun",235,5,"no"
44,"tertiary","no",7485,"no","cellular","aug",187,2,"no"
34,"primary","no",326,"yes","cellular","jul",263,2,"no"
38,"tertiary","no",2278,"yes","cellular","may",244,1,"no"
59,"primary","no",0,"no","telephone","nov",207,2,"no"
42,"tertiary","no",0,"yes","cellular","aug",155,4,"no"
31,"tertiary","no",3338,"yes","cellular","sep",162,2,"no"
35,"tertiary","no",174,"yes","cellular","may",105,1,"no"
38,"primary","no",0,"yes","cellular","apr",775,1,"no"
56,"secondary","no",935,"no","cellular","jun",136,1,"no"
31,"secondary","no",671,"yes","unknown","may",193,3,"no"
47,"secondary","no",201,"yes","unknown","may",92,2,"no"
44,"secondary","no",370,"yes","cellular","may",128,1,"no"
29,"secondary","no",445,"yes","unknown","may",489,2,"no"
45,"secondary","no",462,"yes","cellular","may",65,2,"no"
43,"secondary","no",1220,"yes","cellular","apr",349,2,"no"
31,"tertiary","no",2296,"yes","unknown","jun",49,8,"no"
22,"secondary","no",562,"yes","cellular","may",147,1,"no"
31,"secondary","no",0,"no","cellular","aug",81,2,"no"
35,"primary","yes",-1489,"yes","unknown","may",177,1,"no"
45,"secondary","no",6397,"yes","unknown","jun",117,2,"no"
31,"unknown","no",2347,"no","cellular","dec",180,2,"no"
50,"secondary","no",588,"no","cellular","jul",649,3,"no"
72,"primary","no",3856,"no","cellular","dec",582,4,"yes"
50,"secondary","no",315,"no","cellular","aug",363,10,"no"
43,"tertiary","yes",0,"no","cellular","aug",25,19,"no"
33,"tertiary","no",4409,"no","cellular","nov",92,2,"no"
27,"primary","no",2591,"yes","cellular","jul",129,2,"no"
39,"primary","no",467,"yes","cellular","may",7,5,"no"
44,"tertiary","no",126,"yes","unknown","may",92,1,"no"
50,"primary","no",71,"yes","unknown","may",678,1,"no"
24,"secondary","no",4126,"no","cellular","apr",907,4,"yes"
33,"secondary","no",-12,"no","cellular","jul",77,2,"no"
43,"tertiary","no",1485,"no","cellular","aug",180,2,"no"
32,"secondary","no",301,"yes","unknown","may",395,2,"no"
58,"secondary","no",3161,"no","telephone","jul",542,2,"yes"
55,"secondary","no",918,"yes","cellular","may",87,3,"no"
46,"secondary","no",301,"no","cellular","aug",241,7,"no"
41,"secondary","no",188,"no","telephone","jul",15,25,"no"
31,"secondary","no",-759,"yes","unknown","may",220,2,"no"
49,"secondary","no",12226,"yes","cellular","nov",96,2,"no"
53,"tertiary","no",0,"yes","cellular","jul",85,3,"no"
34,"secondary","no",961,"no","cellular","apr",137,2,"no"
56,"secondary","no",-40,"yes","cellular","may",311,1,"yes"
36,"tertiary","no",687,"yes","cellular","may",568,8,"no"
59,"secondary","no",111,"no","telephone","jul",312,2,"no"
44,"secondary","no",125,"yes","telephone","apr",109,3,"no"
35,"tertiary","no",1359,"no","unknown","jun",585,2,"no"
45,"secondary","no",0,"yes","telephone","jul",74,1,"no"
52,"secondary","no",372,"yes","cellular","may",478,1,"no"
55,"primary","no",0,"yes","cellular","aug",201,2,"no"
34,"tertiary","no",589,"no","cellular","apr",125,2,"yes"
40,"secondary","no",1515,"yes","cellular","aug",503,1,"yes"
75,"secondary","no",105,"no","cellular","apr",232,1,"no"
48,"secondary","yes",20,"no","cellular","aug",145,3,"no"
37,"tertiary","yes",0,"no","cellular","nov",44,1,"no"
27,"secondary","no",535,"no","cellular","feb",171,1,"yes"
29,"tertiary","no",2489,"yes","cellular","dec",1002,3,"no"
53,"secondary","no",2647,"yes","unknown","may",121,1,"no"
27,"secondary","no",1,"yes","cellular","jul",259,1,"no"
39,"primary","no",0,"no","cellular","nov",106,1,"no"
35,"secondary","no",14,"no","cellular","aug",113,2,"no"
36,"tertiary","no",634,"yes","cellular","nov",369,2,"no"
30,"tertiary","no",94,"yes","cellular","may",87,1,"no"
43,"secondary","no",174,"no","cellular","aug",308,2,"no"
58,"secondary","no",3148,"no","cellular","aug",57,2,"no"
31,"secondary","no",1783,"yes","cellular","may",219,1,"no"
52,"secondary","no",7,"no","cellular","jul",150,5,"no"
51,"secondary","no",-396,"yes","cellular","jul",179,6,"no"
65,"unknown","no",679,"no","cellular","may",593,2,"no"
48,"primary","no",0,"yes","unknown","jun",107,1,"no"
30,"tertiary","no",368,"yes","cellular","aug",241,2,"no"
57,"tertiary","no",1458,"no","cellular","aug",250,1,"no"
43,"unknown","no",275,"no","cellular","apr",109,2,"no"
35,"tertiary","no",687,"yes","unknown","may",166,2,"no"
35,"primary","no",5,"no","cellular","nov",140,3,"no"
39,"secondary","no",1048,"yes","cellular","jun",108,1,"no"
42,"primary","no",4930,"no","unknown","jun",973,1,"yes"
34,"secondary","no",0,"no","cellular","feb",270,1,"no"
33,"tertiary","no",119,"no","cellular","jul",202,3,"no"
33,"secondary","no",-363,"yes","cellular","may",214,2,"no"
36,"unknown","no",-742,"yes","cellular","jul",110,3,"no"
37,"secondary","no",454,"yes","unknown","may",115,1,"no"
36,"secondary","no",-94,"yes","cellular","feb",185,1,"no"
49,"primary","no",2262,"yes","unknown","may",125,3,"no"
38,"secondary","no",1767,"yes","cellular","jul",483,4,"yes"
32,"secondary","no",983,"yes","cellular","nov",500,2,"yes"
49,"tertiary","no",1115,"no","unknown","jun",138,9,"no"
30,"secondary","no",190,"no","cellular","nov",312,1,"no"
37,"primary","no",166,"yes","cellular","jul",151,1,"no"
38,"secondary","no",144,"yes","cellular","may",177,1,"no"
49,"primary","no",-14,"yes","cellular","nov",115,2,"no"
32,"secondary","no",109,"no","cellular","aug",101,3,"no"
31,"unknown","no",640,"no","cellular","feb",92,1,"no"
49,"unknown","no",1499,"yes","cellular","may",87,1,"no"
77,"tertiary","no",4659,"no","cellular","apr",161,1,"yes"
24,"secondary","no",9,"yes","cellular","apr",468,1,"no"
54,"primary","no",879,"yes","unknown","may",191,1,"no"
42,"secondary","no",3236,"no","unknown","jun",521,11,"no"
44,"secondary","no",130,"yes","cellular","may",528,1,"no"
44,"secondary","no",7863,"no","cellular","aug",59,6,"no"
44,"secondary","no",449,"yes","unknown","may",195,4,"no"
34,"secondary","no",314,"yes","telephone","feb",114,3,"no"
49,"primary","no",3478,"no","unknown","jun",484,5,"no"
22,"secondary","no",1564,"no","cellular","aug",36,2,"no"
35,"tertiary","no",193,"yes","cellular","apr",402,1,"no"
39,"secondary","no",0,"yes","telephone","jul",29,1,"no"
34,"secondary","no",7,"yes","cellular","may",377,1,"no"
51,"unknown","yes",-12,"no","cellular","aug",18,7,"no"
40,"primary","no",409,"yes","unknown","may",191,1,"no"
33,"secondary","no",487,"yes","cellular","aug",532,14,"no"
59,"secondary","no",-423,"yes","cellular","apr",84,1,"no"
51,"tertiary","no",4143,"no","cellular","nov",171,1,"no"
33,"tertiary","no",37,"no","cellular","jul",1082,1,"yes"
44,"primary","no",148,"yes","unknown","may",211,1,"no"
27,"secondary","no",-247,"yes","unknown","jun",344,2,"no"
31,"tertiary","no",328,"yes","cellular","may",414,1,"no"
34,"tertiary","no",7263,"yes","telephone","may",38,1,"no"
30,"secondary","no",-390,"yes","cellular","may",275,1,"no"
35,"tertiary","no",280,"yes","unknown","may",502,1,"no"
35,"secondary","no",501,"yes","cellular","jul",223,8,"no"
28,"secondary","no",217,"yes","unknown","jun",860,1,"no"
35,"secondary","no",181,"yes","cellular","may",217,4,"no"
51,"primary","no",3170,"yes","unknown","may",51,1,"no"
35,"primary","no",1383,"yes","unknown","may",269,2,"no"
33,"secondary","no",2481,"no","cellular","nov",113,1,"no"
44,"secondary","no",23,"no","cellular","jul",56,1,"no"
40,"secondary","no",1038,"no","unknown","jun",741,1,"no"
55,"secondary","no",1150,"no","cellular","jul",218,3,"no"
34,"secondary","no",764,"no","cellular","feb",89,2,"no"
42,"secondary","no",508,"yes","unknown","may",70,1,"no"
45,"tertiary","no",265,"no","cellular","aug",14,3,"no"
37,"tertiary","no",4332,"no","cellular","aug",213,2,"no"
43,"secondary","no",587,"yes","cellular","jul",282,1,"no"
58,"primary","no",1194,"yes","cellular","may",807,1,"no"
33,"tertiary","no",275,"no","cellular","nov",348,1,"no"
37,"secondary","no",3876,"no","unknown","jun",8,12,"no"
46,"secondary","no",1804,"no","cellular","aug",80,2,"no"
59,"primary","no",1227,"no","cellular","aug",89,5,"no"
38,"secondary","no",4582,"yes","telephone","apr",193,1,"no"
54,"primary","no",433,"yes","cellular","apr",252,5,"no"
57,"secondary","no",939,"no","telephone","jan",267,2,"no"
36,"secondary","no",719,"yes","unknown","may",1052,1,"no"
39,"secondary","no",173,"yes","cellular","nov",96,2,"no"
36,"primary","no",0,"yes","unknown","jun",246,4,"no"
25,"tertiary","no",1954,"yes","cellular","may",66,1,"no"
23,"tertiary","no",577,"no","cellular","apr",44,3,"no"
66,"primary","no",2552,"no","telephone","apr",186,4,"no"
61,"primary","no",296,"yes","unknown","jun",323,2,"no"
58,"tertiary","no",4048,"no","cellular","jul",270,5,"no"
41,"secondary","no",1232,"no","cellular","feb",217,1,"no"
43,"secondary","no",1462,"no","unknown","jun",75,2,"no"
43,"secondary","no",0,"no","cellular","may",9,2,"no"
40,"tertiary","no",49,"no","cellular","feb",249,3,"no"
29,"tertiary","no",406,"yes","cellular","jul",119,1,"no"
31,"tertiary","no",38279,"no","cellular","jul",225,2,"no"
44,"tertiary","no",2734,"yes","cellular","may",897,4,"yes"
43,"primary","no",720,"no","unknown","jun",168,8,"no"
45,"primary","no",907,"no","cellular","aug",230,8,"no"
51,"secondary","no",1052,"no","cellular","aug",280,4,"no"
22,"unknown","no",1215,"no","cellular","feb",145,3,"yes"
35,"tertiary","no",108,"yes","cellular","jul",65,3,"no"
32,"tertiary","no",643,"no","cellular","oct",287,1,"no"
38,"secondary","no",185,"no","cellular","feb",360,1,"no"
34,"secondary","no",-694,"yes","unknown","may",62,1,"no"
38,"secondary","yes",-10,"no","unknown","jun",174,1,"no"
29,"secondary","no",-20,"yes","cellular","may",140,3,"no"
